ds,yhat,yhat_lower,yhat_upper
2014-12-31,407076.9521070707,400550.64110229944,413636.72028587805
2015-01-31,408624.4987672429,401761.4326332894,415260.78213149065
2015-02-28,410368.77999277785,403688.3875649153,417049.0597537415
2015-03-31,412048.53999115864,405637.4634769166,419142.8442501198
2015-04-30,413694.52542741963,407430.5203258538,420445.73173872224
2015-05-31,415533.3066062334,409186.61405537813,421572.44628787
2015-06-30,417414.6055670482,411150.45546157355,423775.07652953407
2015-07-31,419077.2867560083,412301.627370624,425721.4231810679
2015-08-31,420359.57555875403,413601.4816888596,426816.0860668873
2015-09-30,421392.2042235386,414763.6898137564,428180.69022662425
2015-10-31,422462.32697925216,415627.0004244489,428954.0494500465
2015-11-30,423564.20102382125,417477.0139439284,429718.9904715897
2015-12-31,424718.6158005759,417936.02326039516,431289.6249139014
2016-01-31,426460.1164864245,420229.399517509,432699.5821923518
2016-02-29,427973.33499017084,421408.6445966563,434866.96393543045
2016-03-31,429952.915825162,423502.1911429982,436435.5560586618
2016-04-30,432319.73392449215,425884.8444282104,438850.061040717
2016-05-31,434552.86169890926,428173.3357893404,440552.33359185257
2016-06-30,436486.3769927704,429974.96220158983,443303.3742602397
2016-07-31,437951.4422200445,431642.73544544587,444090.652273304
2016-08-31,439333.90596147766,432821.0707638089,445958.80616275064
2016-09-30,440605.38687647495,434201.73829635105,446789.93333636964
2016-10-31,441536.4734585756,434566.62793155113,447994.62824890955
2016-11-30,443039.7918280261,436751.0243008099,449071.1274086949
2016-12-31,444688.6684524175,438470.3566940429,451824.45205303584
2017-01-31,446350.57254402287,440070.86628261773,452741.0709915448
2017-02-28,447554.5259806281,440771.775568051,454206.1029930649
2017-03-31,449494.8684191889,442761.76239698724,456145.7250433451
2017-04-30,451675.43103937816,445791.74410306267,457892.75484680064
2017-05-31,453827.5218805448,446804.49352578114,460336.324100012
2017-06-30,455791.3606669168,449094.08348669705,462002.0493334209
2017-07-31,457375.4221040276,450848.2429342196,463976.98487867956
2017-08-31,458779.98815545975,451525.08331881557,464974.5272183839
2017-09-30,460024.4205045479,453448.5370642938,466466.18167789595
2017-10-31,461057.75444560946,455068.0885675307,467801.13085323194
2017-11-30,462430.5798590588,456424.3806854692,469191.88176245085
2017-12-31,463911.391836363,457204.63154751004,469848.1684566646
2018-01-31,465593.1892965061,459136.9818302722,471780.43742439046
2018-02-28,467140.5775414152,460652.6994100664,473678.9297453251
2018-03-31,468923.3300721314,462396.37463748286,475277.3777602636
2018-04-30,470807.7427672331,464647.2167837184,477460.16463297466
2018-05-31,472770.69779984624,466117.68508440175,479222.00814490224
2018-06-30,474661.3647529577,468540.3464945644,481125.1098384207
2018-07-31,476253.7087947655,469899.60133509507,482543.0222832865
2018-08-31,477567.3207946623,471027.01625499973,484071.0630733447
2018-09-30,478676.4133824003,471991.22339496185,485193.0677089824
2018-10-31,479698.5333944595,472692.9258480769,486726.77900342626
2018-11-30,480829.9206217395,474688.72934864747,487003.88598111254
2018-12-31,482034.69788112084,475267.5631870798,488363.59271026426
2019-01-31,483631.8042052083,477162.5095713864,489995.09356782655
2019-02-28,485420.8489981532,479166.6055905026,491767.20701641537
2019-03-31,487150.1686604467,480553.43878148054,493862.4471786889
2019-04-30,488844.1150617893,481865.64698669093,495264.09666399925
2019-05-31,490732.45590451977,484302.79820352263,496934.64894371055
2019-06-30,492661.71583041426,486075.56599420897,499326.3602601081
2019-07-31,494373.95668328914,488407.7094671746,501123.6692794688
2019-08-31,495705.80514995084,489493.253849821,502175.22251773
2019-09-30,496786.39477981644,489819.557572988,503218.79918963724
2019-10-31,499307.08328456536,492930.43006512534,505673.36802235094
2019-11-30,501657.2295801832,495360.477233231,508236.65536202496
2019-12-31,504101.5256830214,497822.2294238122,511140.1687269583
2020-01-31,507132.9076949511,500309.30000960553,513846.9380810266
2020-02-29,509852.7893747094,502618.4996295804,516076.39942345023
2020-03-31,513122.2515357837,506354.3575176706,519532.0565468625
2020-04-30,516737.3418861628,510481.9273830904,523167.04889500403
2020-05-31,520260.3509866638,513649.1829424681,526713.6376151699
2020-06-30,523442.1385315741,517409.09677277156,529926.8823628607
2020-07-31,526197.0850849291,519660.8194093825,533088.5819149049
